web-scraper-order,web-scraper-start-url,brand_raw,year_raw,km_raw,ps_raw,place_raw,price_raw,modell_raw,gear_raw,fuel_raw
"1671628724-751,""https://www.autolina.ch/carList/page/10?region=ZH"",""AUDI"",""2021"",""13'200"",""245"",""8706 Feldmeilen / ZH"",""53'500"",""Q3 Sportback 45 TFSI e S line Attraction"",""Automat"",""Voll-Hybrid Benzin/Elektro"""
"1671628724-752,""https://www.autolina.ch/carList/page/10?region=ZH"",""BMW"",""2011"",""99'800"",""170"",""8340 Hinwil / ZH"",""12'900"",""120i Cabrio"",""Handschaltung"",""Benzin"""
"1671628724-753,""https://www.autolina.ch/carList/page/10?region=ZH"",""MERCEDES-BENZ"",""2012"",""97'400"",""204"",""8340 Hinwil / ZH"",""19'800"",""E 250 CGI AMG-Line 7G-Tronic"",""Automat"",""Benzin"""
"1671628724-754,""https://www.autolina.ch/carList/page/10?region=ZH"",""CITROEN"",""null"",""25"",""131"",""8424 Embrach / ZH"",""44'990"",""C5 Aircross 1.2 PureTech Shine Pack"",""Automat"",""Benzin"""
"1671628724-755,""https://www.autolina.ch/carList/page/10?region=ZH"",""LAND ROVER"",""2021"",""18'500"",""200"",""8340 Hinwil / ZH"",""56'900"",""Range Rover Evoque P 200 MHEV SE AT9"",""Automat"",""Mild-Hybrid Benzin/Elektro"""
"1671628724-756,""https://www.autolina.ch/carList/page/10?region=ZH"",""MERCEDES-BENZ"",""2018"",""66'100"",""211"",""8340 Hinwil / ZH"",""45'900"",""GLC Coupé 250 AMG Line 4Matic 9G-Tronic"",""Automat"",""Benzin"""
"1671628724-757,""https://www.autolina.ch/carList/page/10?region=ZH"",""VW"",""2020"",""181'000"",""140"",""8196 Wil / ZH"",""27'900"",""Crafter 35 2.0 TDI Entry L3 A"",""Automat"",""Diesel"""
"1671628724-758,""https://www.autolina.ch/carList/page/10?region=ZH"",""RENAULT"",""2016"",""37'000"",""145"",""8340 Hinwil / ZH"",""33'900"",""Trafic 1.6 dCi 145 Grand Passenger *9 Plätzer*"",""Handschaltung"",""Diesel"""
"1671628724-759,""https://www.autolina.ch/carList/page/10?region=ZH"",""NISSAN"",""2021"",""13'200"",""117"",""8152 Glattpark (Opfikon) / ZH"",""20'990"",""Juke 1.0 DIG-T N-Connecta"",""Handschaltung"",""Benzin"""
"1671628724-760,""https://www.autolina.ch/carList/page/10?region=ZH"",""BMW"",""1997"",""181'000"",""193"",""8047 Zürich / ZH"",""8'500"",""Z3 Roadster 2.8"",""Handschaltung"",""Benzin"""
"1671628724-761,""https://www.autolina.ch/carList/page/10?region=ZH"",""NISSAN"",""2021"",""15'900"",""158"",""8152 Glattpark (Opfikon) / ZH"",""32'540"",""Qashqai 1.3 DIG-T MHEV Acenta Xtronic"",""Automat"",""Benzin"""
"1671628724-762,""https://www.autolina.ch/carList/page/10?region=ZH"",""SKODA"",""2020"",""60'000"",""239"",""8712 Stäfa / ZH"",""44'900"",""Kodiaq 2.0 Bi-TDI 240 RS DSG"",""Automat"",""Diesel"""
"1671628724-763,""https://www.autolina.ch/carList/page/10?region=ZH"",""MERCEDES-BENZ"",""2018"",""40'100"",""156"",""8340 Hinwil / ZH"",""26'900"",""B 200 Night Star 7G-DCT"",""Automat"",""Benzin"""
"1671628724-764,""https://www.autolina.ch/carList/page/10?region=ZH"",""OPEL"",""2013"",""80'700"",""140"",""8340 Hinwil / ZH"",""13'900"",""Cascada 1.4i 16V Turbo"",""Handschaltung"",""Benzin"""
"1671628724-765,""https://www.autolina.ch/carList/page/10?region=ZH"",""AUDI"",""2014"",""145'700"",""180"",""8340 Hinwil / ZH"",""17'900"",""A3 Cabriolet 1.8 TFSI S-Line S-tronic"",""Automat"",""Benzin"""
"1671628727-766,""https://www.autolina.ch/carList/page/9?region=ZH"",""KIA"",""2019"",""115'689"",""204"",""8122 Binz / ZH"",""21'000"",""ProCeed 1.6 T-GDi GT"",""Automat"",""Benzin"""
"1671628727-767,""https://www.autolina.ch/carList/page/9?region=ZH"",""MERCEDES-BENZ"",""2019"",""31'336"",""306"",""8155 Niederhasli / ZH"",""52'000"",""CLA-Klasse C118 CLA 35 AMG 4m"",""Automat"",""Benzin"""
"1671628727-768,""https://www.autolina.ch/carList/page/9?region=ZH"",""BMW"",""2021"",""27'500"",""150"",""8712 Stäfa / ZH"",""35'795"",""Active Tourer 218d xDrive Sport Line"",""Automat"",""Diesel"""
"1671628727-769,""https://www.autolina.ch/carList/page/9?region=ZH"",""HYUNDAI"",""2019"",""28'900"",""67"",""8304 Wallisellen / ZH"",""139'990"",""i10 1.0 Select"",""Automat"",""Benzin"""
"1671628727-770,""https://www.autolina.ch/carList/page/9?region=ZH"",""RENAULT"",""2022"",""200"",""82"",""8152 Glattpark (Opfikon) / ZH"",""22'940"",""Twingo Electric Vibes"",""Automat"",""Elektro"""
"1671628727-771,""https://www.autolina.ch/carList/page/9?region=ZH"",""JAGUAR"",""1999"",""196'500"",""284"",""8006 Zürich / ZH"",""15'900"",""XK8 Convertible 4.0"",""Automat"",""Benzin"""
"1671628727-772,""https://www.autolina.ch/carList/page/9?region=ZH"",""LAND ROVER"",""2018"",""72'300"",""301"",""8340 Hinwil / ZH"",""63'900"",""Range Rover Sport 2.0 Si4 SE Automatic"",""Automat"",""Benzin"""
"1671628727-773,""https://www.autolina.ch/carList/page/9?region=ZH"",""AUDI"",""2017"",""88'100"",""190"",""8340 Hinwil / ZH"",""32'900"",""A4 Avant 2.0 TDI Sport quattro S-Line S-tronic"",""Automat"",""Diesel"""
"1671628727-774,""https://www.autolina.ch/carList/page/9?region=ZH"",""BMW"",""2021"",""56'500"",""510"",""8712 Stäfa / ZH"",""78'595"",""X3 M Competition (510PS)"",""Automat"",""Benzin"""
"1671628727-775,""https://www.autolina.ch/carList/page/9?region=ZH"",""VW"",""2018"",""73'100"",""125"",""8340 Hinwil / ZH"",""23'900"",""Golf 1.4 TSI Highline DSG*R-Line*"",""Automat"",""Benzin"""
"1671628727-776,""https://www.autolina.ch/carList/page/9?region=ZH"",""VW"",""2015"",""122'000"",""300"",""8545 Rickenbach / ZH"",""29'000"",""Golf VII 2.0 TSI R DSG 4motion"",""Automat"",""Benzin"""
"1671628727-777,""https://www.autolina.ch/carList/page/9?region=ZH"",""SKODA"",""2021"",""7'000"",""150"",""8712 Stäfa / ZH"",""36'450"",""Karoq 1.5TSI ACT SportL."",""Automat"",""Benzin"""
"1671628727-778,""https://www.autolina.ch/carList/page/9?region=ZH"",""MASERATI"",""2016"",""59'900"",""411"",""8340 Hinwil / ZH"",""44'900"",""Ghibli S Q4 3.0 V6 411PS"",""Automat"",""Benzin"""
"1671628727-779,""https://www.autolina.ch/carList/page/9?region=ZH"",""AUDI"",""2021"",""9'800"",""204"",""8706 Feldmeilen / ZH"",""54'800"",""Q5 40 TDI S-Line quattro"",""Automat"",""Diesel"""
"1671628727-780,""https://www.autolina.ch/carList/page/9?region=ZH"",""AUDI"",""2022"",""8'200"",""344"",""8706 Feldmeilen / ZH"",""91'900"",""S6 Avant"",""Automat"",""Diesel"""
"1671628731-781,""https://www.autolina.ch/carList/page/8?region=ZH"",""MAZDA"",""2019"",""38'000"",""150"",""8304 Wallisellen / ZH"",""23'980"",""CX-3 2.0 Exclusive Line AWD"",""Automat"",""Benzin"""
"1671628731-782,""https://www.autolina.ch/carList/page/8?region=ZH"",""ALFA ROMEO"",""2011"",""167'900"",""235"",""8340 Hinwil / ZH"",""9'100"",""Giulietta 1750 TBi Quadrifoglio Verde"",""Handschaltung"",""Benzin"""
"1671628731-783,""https://www.autolina.ch/carList/page/8?region=ZH"",""MERCEDES-BENZ"",""2018"",""98'100"",""367"",""8340 Hinwil / ZH"",""46'900"",""GLC Coupé 43 AMG 4Matic 9G-Tronic"",""Automat"",""Benzin"""
"1671628731-784,""https://www.autolina.ch/carList/page/8?region=ZH"",""TOYOTA"",""2019"",""99'100"",""175"",""8340 Hinwil / ZH"",""29'800"",""RAV-4 2.0 Premium Multidrive S 4WD"",""Automat"",""Benzin"""
"1671628731-785,""https://www.autolina.ch/carList/page/8?region=ZH"",""MERCEDES-BENZ"",""2020"",""16'000"",""421"",""8712 Stäfa / ZH"",""69'595"",""A 45 S AMG 4-Matic 422PS"",""Automat"",""Benzin"""
"1671628731-786,""https://www.autolina.ch/carList/page/8?region=ZH"",""MINI"",""2018"",""80'668"",""192"",""8053 Zürich / ZH"",""23'950"",""Countryman F60 2.0i Cooper S SAG ALL4"",""Automat"",""Benzin"""
"1671628731-787,""https://www.autolina.ch/carList/page/8?region=ZH"",""MERCEDES-BENZ"",""2013"",""99'600"",""163"",""8308 Illnau / ZH"",""29'900"",""Viano 2.2 CDI Blue Efficiency Ambiente 4Matic A"",""Automat"",""Diesel"""
"1671628731-788,""https://www.autolina.ch/carList/page/8?region=ZH"",""MERCEDES-BENZ"",""2016"",""47'750"",""510"",""8600 Dübendorf / ZH"",""99'750"",""AMG GT C190 Coupé AMG GT S"",""Automat"",""Benzin"""
"1671628731-789,""https://www.autolina.ch/carList/page/8?region=ZH"",""AUDI"",""2021"",""9'900"",""299"",""8706 Feldmeilen / ZH"",""79'200"",""Q4 50 e-tron quattro"",""Automat"",""Elektro"""
"1671628731-790,""https://www.autolina.ch/carList/page/8?region=ZH"",""MERCEDES-BENZ"",""2018"",""142'600"",""136"",""8114 Dänikon / ZH"",""44'900"",""Vito 114 2.2 CDI BlueTec 7G-Tronic"",""Automat"",""Diesel"""
"1671628731-791,""https://www.autolina.ch/carList/page/8?region=ZH"",""VOLVO"",""2019"",""40'500"",""326"",""8055 Zürich / ZH"",""49'900"",""XC60 2.0 T6 R-Design AWD Polestar Performance Optimisation"",""Automat"",""Benzin"""
"1671628731-792,""https://www.autolina.ch/carList/page/8?region=ZH"",""AUDI"",""2021"",""7'600"",""265"",""8706 Feldmeilen / ZH"",""69'950"",""Q5 50 SB TFSI e S line qu"",""Automat"",""Benzin"""
"1671628731-793,""https://www.autolina.ch/carList/page/8?region=ZH"",""MERCEDES-BENZ"",""2018"",""13'100"",""190"",""8340 Hinwil / ZH"",""69'900"",""V 250 d Swiss Edition lang 4Matic 7G-Tronic"",""Automat"",""Diesel"""
"1671628731-794,""https://www.autolina.ch/carList/page/8?region=ZH"",""VW"",""2021"",""27'800"",""245"",""8340 Hinwil / ZH"",""38'900"",""Golf 2.0 TSI GTI DSG"",""Automat"",""Benzin"""
"1671628731-795,""https://www.autolina.ch/carList/page/8?region=ZH"",""MERCEDES-BENZ"",""2017"",""69'200"",""510"",""8340 Hinwil / ZH"",""58'900"",""C 63 S AMG Speedshift"",""Automat"",""Benzin"""
"1671628734-796,""https://www.autolina.ch/carList/page/7?region=ZH"",""SKODA"",""2022"",""10'000"",""204"",""8712 Stäfa / ZH"",""55'750"",""Enyaq 80 80"",""Automat"",""Elektro"""
"1671628734-797,""https://www.autolina.ch/carList/page/7?region=ZH"",""BMW"",""2016"",""85'614"",""258"",""8302 Kloten / ZH"",""42'000"",""X6 F16 30d"",""Automat"",""Diesel"""
"1671628734-798,""https://www.autolina.ch/carList/page/7?region=ZH"",""RENAULT"",""2020"",""39'600"",""131"",""8152 Glattpark (Opfikon) / ZH"",""22'560"",""Captur 1.3 TCe EDC Intens EDC"",""Automat"",""Benzin"""
"1671628734-799,""https://www.autolina.ch/carList/page/7?region=ZH"",""BMW"",""2014"",""116'000"",""381"",""8706 Meilen / ZH"",""39'990"",""X5 F15 M50d"",""Automat"",""Diesel"""
"1671628734-800,""https://www.autolina.ch/carList/page/7?region=ZH"",""AUDI"",""2012"",""128'000"",""300"",""8820 Wädenswil / ZH"",""22'000"",""A6 Avant 3.0 V6 TFSI quattro S-Tr."",""Automat"",""Benzin"""
"1671628734-801,""https://www.autolina.ch/carList/page/7?region=ZH"",""FORD"",""2015"",""86'616"",""125"",""8424 Embrach / ZH"",""10'900"",""Focus 1.0i EcoB 125 Titanium"",""Handschaltung"",""Benzin"""
"1671628734-802,""https://www.autolina.ch/carList/page/7?region=ZH"",""LEXUS"",""2011"",""49'091"",""249"",""8926 Kappel am Albis / ZH"",""22'900"",""RX 450h Edition"",""Automat"",""Voll-Hybrid Benzin/Elektro"""
"1671628734-803,""https://www.autolina.ch/carList/page/7?region=ZH"",""BMW"",""2016"",""49'200"",""190"",""8542 Wiesendangen / ZH"",""27'900"",""2er Reihe F46 Gran Tourer 220d"",""Automat"",""Diesel"""
"1671628734-804,""https://www.autolina.ch/carList/page/7?region=ZH"",""OPEL"",""null"",""10"",""100"",""8247 Flurlingen / ZH"",""21'590"",""Corsa 1.2 TP Edition"",""Handschaltung"",""Benzin"""
"1671628734-805,""https://www.autolina.ch/carList/page/7?region=ZH"",""OPEL"",""null"",""95"",""100"",""8247 Flurlingen / ZH"",""20'690"",""Corsa 1.2 TP Edition"",""Handschaltung"",""Benzin"""
"1671628734-806,""https://www.autolina.ch/carList/page/7?region=ZH"",""CHEVROLET"",""2011"",""173'000"",""230"",""8166 Niederweningen / ZH"",""5'300"",""Captiva 3.2 LT Executive 4WD"",""Automat"",""Benzin"""
"1671628734-807,""https://www.autolina.ch/carList/page/7?region=ZH"",""MERCEDES-BENZ"",""2018"",""49'300"",""381"",""8340 Hinwil / ZH"",""44'900"",""CLA 45 AMG 4Matic Speedshift"",""Automat"",""Benzin"""
"1671628734-808,""https://www.autolina.ch/carList/page/7?region=ZH"",""CHRYSLER"",""2018"",""44'000"",""300"",""8187 Weiach / ZH"",""39'900"",""300S V6"",""Automat"",""Benzin"""
"1671628734-809,""https://www.autolina.ch/carList/page/7?region=ZH"",""BMW"",""2019"",""25'100"",""184"",""8152 Opfikon / ZH"",""45'900"",""X3 G01 20i"",""Automat"",""Benzin"""
"1671628734-810,""https://www.autolina.ch/carList/page/7?region=ZH"",""AUDI"",""2017"",""86'500"",""190"",""8340 Hinwil / ZH"",""41'900"",""Q5 2.0 TDI S-Line quattro S-tronic"",""Automat"",""Diesel"""
"1671628737-811,""https://www.autolina.ch/carList/page/6?region=ZH"",""FORD"",""2018"",""68'700"",""150"",""8340 Hinwil / ZH"",""23'900"",""Kuga 2.0 TDCi ST Line High 4WD"",""Handschaltung"",""Diesel"""
"1671628737-812,""https://www.autolina.ch/carList/page/6?region=ZH"",""LAND ROVER"",""2020"",""81'500"",""306"",""8340 Hinwil / ZH"",""72'900"",""Range Rover Sport 3.0 SDV6 SE Automatic"",""Automat"",""Diesel"""
"1671628737-813,""https://www.autolina.ch/carList/page/6?region=ZH"",""MAZDA"",""2016"",""44'300"",""160"",""8408 Winterthur / ZH"",""22'200"",""MX-5 2.0 Revolution"",""Handschaltung"",""Benzin"""
"1671628737-814,""https://www.autolina.ch/carList/page/6?region=ZH"",""AUDI"",""2022"",""2'500"",""204"",""8706 Feldmeilen / ZH"",""64'800"",""A5 Cabrio 40 S-Line qu"",""Automat"",""Benzin"""
"1671628737-815,""https://www.autolina.ch/carList/page/6?region=ZH"",""VOLVO"",""2016"",""77'400"",""150"",""8340 Hinwil / ZH"",""17'800"",""V40 D3 Summum Geartronic"",""Automat"",""Diesel"""
"1671628737-816,""https://www.autolina.ch/carList/page/6?region=ZH"",""SKODA"",""2017"",""54'400"",""110"",""8340 Hinwil / ZH"",""19'900"",""Fabia 1.0 TSI Monte Carlo DSG*110PS*"",""Automat"",""Benzin"""
"1671628737-817,""https://www.autolina.ch/carList/page/6?region=ZH"",""SKODA"",""2017"",""102'600"",""90"",""8340 Hinwil / ZH"",""12'900"",""Fabia 1.2 TSI Monte Carlo"",""Handschaltung"",""Benzin"""
"1671628737-818,""https://www.autolina.ch/carList/page/6?region=ZH"",""SMART"",""2015"",""42'800"",""71"",""8152 Glattpark (Opfikon) / ZH"",""8'990"",""forfour passion"",""Handschaltung"",""Benzin"""
"1671628737-819,""https://www.autolina.ch/carList/page/6?region=ZH"",""NISSAN"",""2022"",""100"",""114"",""8152 Glattpark (Opfikon) / ZH"",""29'660"",""Juke 1.0 DIG-T N-Design DCT"",""Automat"",""Benzin"""
"1671628737-820,""https://www.autolina.ch/carList/page/6?region=ZH"",""NISSAN"",""2022"",""50"",""92"",""8152 Glattpark (Opfikon) / ZH"",""20'990"",""Micra IG-T n-sport Xtronic"",""Automat"",""Benzin"""
"1671628737-821,""https://www.autolina.ch/carList/page/6?region=ZH"",""VW"",""2021"",""50'900"",""150"",""8152 Glattpark (Opfikon) / ZH"",""24'860"",""T-Roc 1.5 TSI EVO Advance DSG"",""Automat"",""Benzin"""
"1671628737-822,""https://www.autolina.ch/carList/page/6?region=ZH"",""AUDI"",""2016"",""91'900"",""95"",""8340 Hinwil / ZH"",""13'900"",""A1 Sportback 1.0 TFSI Design S-Line"",""Handschaltung"",""Benzin"""
"1671628737-823,""https://www.autolina.ch/carList/page/6?region=ZH"",""VW"",""2019"",""65'700"",""130"",""8340 Hinwil / ZH"",""32'900"",""Caddy 1.4 TSI Edition 35 DSG *130PS*"",""Automat"",""Benzin"""
"1671628737-824,""https://www.autolina.ch/carList/page/6?region=ZH"",""FORD"",""2019"",""19'000"",""125"",""8472 Seuzach / ZH"",""13'900"",""EcoSport 1.0 EcoB 125 Titanium"",""Handschaltung"",""Benzin"""
"1671628737-825,""https://www.autolina.ch/carList/page/6?region=ZH"",""DACIA"",""2021"",""26'000"",""91"",""8603 Schwerzenbach / ZH"",""14'900"",""Sandero 1.0 TCe Stepway Comfort"",""Handschaltung"",""Benzin"""
"1671628741-826,""https://www.autolina.ch/carList/page/5?region=ZH"",""FIAT"",""2015"",""91'200"",""84"",""8424 Embrach / ZH"",""11'900"",""500 L 1.3 JTD Pop Star Dual. S/S"",""Handschaltung"",""Diesel"""
"1671628741-827,""https://www.autolina.ch/carList/page/5?region=ZH"",""RENAULT"",""2016"",""155'000"",""160"",""8353 Elgg / ZH"",""21'000"",""Espace 1.6 dCi 160 Initiale EDC"",""Automat"",""Diesel"""
"1671628741-828,""https://www.autolina.ch/carList/page/5?region=ZH"",""NISSAN"",""2022"",""100"",""158"",""8152 Glattpark (Opfikon) / ZH"",""35'420"",""Qashqai 1.3 DIG-T MHEV N-Connecta Xtronic"",""Automat"",""Benzin"""
"1671628741-829,""https://www.autolina.ch/carList/page/5?region=ZH"",""AUDI"",""2016"",""82'500"",""95"",""8196 Wil / ZH"",""12'900"",""A1 Sportback 1.0 TFSI Ultra"",""Handschaltung"",""Benzin"""
"1671628741-830,""https://www.autolina.ch/carList/page/5?region=ZH"",""NISSAN"",""2022"",""300"",""140"",""8304 Wallisellen / ZH"",""29'999"",""Qashqai 1.3 DIG-T Acenta"",""Handschaltung"",""Mild-Hybrid Benzin/Elektro"""
"1671628741-831,""https://www.autolina.ch/carList/page/5?region=ZH"",""MERCEDES-BENZ"",""2017"",""82'000"",""194"",""8633 Wolfhausen / ZH"",""39'999"",""E-Klasse W213 E 220 d Avantgarde"",""Automat"",""Diesel"""
"1671628741-832,""https://www.autolina.ch/carList/page/5?region=ZH"",""SMART"",""2019"",""94'700"",""71"",""8152 Glattpark (Opfikon) / ZH"",""8'400"",""fortwo cityjoy"",""Automat"",""Benzin"""
"1671628741-833,""https://www.autolina.ch/carList/page/5?region=ZH"",""AUDI"",""2022"",""5'500"",""265"",""8706 Feldmeilen / ZH"",""72'300"",""A5 Cabrio 45 S-Linquattro"",""Automat"",""Benzin"""
"1671628741-834,""https://www.autolina.ch/carList/page/5?region=ZH"",""BMW"",""2018"",""184'000"",""265"",""8048 Zürich / ZH"",""29'500"",""5er Reihe G31 Touring 530d"",""Automat"",""Diesel"""
"1671628741-835,""https://www.autolina.ch/carList/page/5?region=ZH"",""LAND ROVER"",""2014"",""36'400"",""122"",""8340 Hinwil / ZH"",""67'900"",""Defender 110 2.2 TD4 SW SE*122 PS*7Plätzer*AHK*"",""Handschaltung"",""Diesel"""
"1671628741-836,""https://www.autolina.ch/carList/page/5?region=ZH"",""SEAT"",""2017"",""48'800"",""110"",""8340 Hinwil / ZH"",""15'900"",""Leon ST 1.6 TDI Connect 110PS"",""Handschaltung"",""Diesel"""
"1671628741-837,""https://www.autolina.ch/carList/page/5?region=ZH"",""PEUGEOT"",""2016"",""131'700"",""110"",""8152 Glattpark (Opfikon) / ZH"",""11'990"",""2008 1.2 PureTech Allure EAT6"",""Automat"",""Benzin"""
"1671628741-838,""https://www.autolina.ch/carList/page/5?region=ZH"",""RENAULT"",""2022"",""6'700"",""143"",""8152 Glattpark (Opfikon) / ZH"",""27'450"",""Captur 1.6 E-Tech 145 Intens DHT"",""Automat"",""Voll-Hybrid Benzin/Elektro"""
"1671628741-839,""https://www.autolina.ch/carList/page/5?region=ZH"",""MERCEDES-BENZ"",""2016"",""136'700"",""136"",""8152 Glattpark (Opfikon) / ZH"",""19'990"",""C 200 BlueTEC 7G-Tronic"",""Automat"",""Diesel"""
"1671628741-840,""https://www.autolina.ch/carList/page/5?region=ZH"",""SEAT"",""2016"",""72'600"",""150"",""8340 Hinwil / ZH"",""22'900"",""Ateca 2.0 TDI CR Style 4Drive"",""Handschaltung"",""Diesel"""
"1671628744-841,""https://www.autolina.ch/carList/page/4?region=ZH"",""MERCEDES-BENZ"",""2015"",""59'500"",""211"",""8340 Hinwil / ZH"",""25'900"",""A 250 AMG Line 7G-DCT*211PS*"",""Automat"",""Benzin"""
"1671628744-842,""https://www.autolina.ch/carList/page/4?region=ZH"",""MASERATI"",""2015"",""104'000"",""411"",""8340 Hinwil / ZH"",""34'900"",""Ghibli S Q4 3.0 V6 Automatica*Schiebedach*411PS*"",""Automat"",""Benzin"""
"1671628744-843,""https://www.autolina.ch/carList/page/4?region=ZH"",""AUDI"",""2019"",""34'000"",""150"",""8304 Wallisellen / ZH"",""28'990"",""A3 Cabriolet 1.5 35 TFSI S-Tronic"",""Automat"",""Benzin"""
"1671628744-844,""https://www.autolina.ch/carList/page/4?region=ZH"",""CUPRA"",""2022"",""2'500"",""310"",""8304 Wallisellen / ZH"",""41'990"",""Formentor 2.0 TSI VZ 4Drive DSG"",""Automat"",""Benzin"""
"1671628744-845,""https://www.autolina.ch/carList/page/4?region=ZH"",""FIAT"",""2012"",""124'000"",""160"",""8712 Stäfa / ZH"",""13'795"",""595 C Abarth 1.4 T-Jet 160 Turismo"",""Automat"",""Benzin"""
"1671628744-846,""https://www.autolina.ch/carList/page/4?region=ZH"",""BMW"",""2015"",""110'000"",""381"",""8245 Feuerthalen / ZH"",""49'500"",""X6 F16 M50d"",""Automat"",""Diesel"""
"1671628744-847,""https://www.autolina.ch/carList/page/4?region=ZH"",""BMW"",""2014"",""230'000"",""449"",""8483 Kollbrunn / ZH"",""26'900"",""6er Reihe F06 Gran Coupé 650i"",""Automat"",""Benzin"""
"1671628744-848,""https://www.autolina.ch/carList/page/4?region=ZH"",""RENAULT"",""2021"",""23'900"",""300"",""8152 Glattpark (Opfikon) / ZH"",""39'900"",""Mégane Trophy 300 EDC"",""Automat"",""Benzin"""
"1671628744-849,""https://www.autolina.ch/carList/page/4?region=ZH"",""AUDI"",""2013"",""109'300"",""180"",""8340 Hinwil / ZH"",""14'900"",""A3 1.8 TFSI Ambition S-tronic"",""Automat"",""Benzin"""
"1671628744-850,""https://www.autolina.ch/carList/page/4?region=ZH"",""VW"",""2017"",""67'100"",""125"",""8340 Hinwil / ZH"",""19'800"",""Golf 1.4 TSI Highline R-Line 125PS"",""Handschaltung"",""Benzin"""
"1671628744-851,""https://www.autolina.ch/carList/page/4?region=ZH"",""AUDI"",""2022"",""2'500"",""400"",""8706 Feldmeilen / ZH"",""86'900"",""RS Q3 Sportback"",""Automat"",""Benzin"""
"1671628744-852,""https://www.autolina.ch/carList/page/4?region=ZH"",""MORGAN"",""2009"",""22'500"",""367"",""6004 Luzern / ZH"",""219'500"",""Aeromax"",""Automat"",""Benzin"""
"1671628744-853,""https://www.autolina.ch/carList/page/4?region=ZH"",""KIA"",""2016"",""66'550"",""105"",""8424 Embrach / ZH"",""19'490"",""Niro 1.6 GDi Hybrid Style"",""Automat"",""Voll-Hybrid Benzin/Elektro"""
"1671628744-854,""https://www.autolina.ch/carList/page/4?region=ZH"",""RENAULT"",""2022"",""100"",""140"",""8152 Glattpark (Opfikon) / ZH"",""30'620"",""Arkana 1.3 TCe Intens EDC"",""Automat"",""Mild-Hybrid Benzin/Elektro"""
"1671628744-855,""https://www.autolina.ch/carList/page/4?region=ZH"",""AUDI"",""2010"",""215'000"",""239"",""8126 Zumikon / ZH"",""13'500"",""A6 Avant 3.0 V6 TDI quattro T-Tronic"",""Automat"",""Diesel"""
"1671628748-856,""https://www.autolina.ch/carList/page/3?region=ZH"",""FORD"",""2011"",""202'000"",""85"",""8165 Schöfflisdorf / ZH"",""7'000"",""Transit 2.2 TDCI 280 S"",""Handschaltung"",""Diesel"""
"1671628748-857,""https://www.autolina.ch/carList/page/3?region=ZH"",""FORD"",""2018"",""69'950"",""125"",""8196 Wil / ZH"",""16'800"",""C-Max 1.0 SCTi Titanium X"",""Handschaltung"",""Benzin"""
"1671628748-858,""https://www.autolina.ch/carList/page/3?region=ZH"",""TRIUMPH"",""1971"",""84'600"",""60"",""8478 Thalheim an der Thur / ZH"",""15'800"",""Herald 13/60 Estate"",""Handschaltung"",""Benzin"""
"1671628748-859,""https://www.autolina.ch/carList/page/3?region=ZH"",""BMW"",""2016"",""148'800"",""313"",""8340 Hinwil / ZH"",""25'900"",""435d Cabriolet M-Sport*313PS*"",""Automat"",""Diesel"""
"1671628748-860,""https://www.autolina.ch/carList/page/3?region=ZH"",""MERCEDES-BENZ"",""2012"",""115'700"",""258"",""8340 Hinwil / ZH"",""29'900"",""ML 350 BlueTEC Edition 4Matic AMG-Line"",""Automat"",""Diesel"""
"1671628748-861,""https://www.autolina.ch/carList/page/3?region=ZH"",""BMW"",""2011"",""118'900"",""184"",""8340 Hinwil / ZH"",""14'900"",""320d Cabriolet Steptronic"",""Automat"",""Diesel"""
"1671628748-862,""https://www.autolina.ch/carList/page/3?region=ZH"",""SKODA"",""2019"",""84'900"",""184"",""8340 Hinwil / ZH"",""29'900"",""Octavia Combi 2.0 TDI RS 4x4 DSG"",""Automat"",""Diesel"""
"1671628748-863,""https://www.autolina.ch/carList/page/3?region=ZH"",""FORD"",""2019"",""49'300"",""125"",""8340 Hinwil / ZH"",""20'900"",""Focus 1.0 SCTi ST Line Automatic"",""Automat"",""Benzin"""
"1671628748-864,""https://www.autolina.ch/carList/page/3?region=ZH"",""FIAT"",""2018"",""57'200"",""180"",""8340 Hinwil / ZH"",""25'900"",""695 1.4 16V Turbo Abarth Rivale Competizione"",""Automat"",""Benzin"""
"1671628748-865,""https://www.autolina.ch/carList/page/3?region=ZH"",""RENAULT"",""2020"",""21'900"",""140"",""8152 Glattpark (Opfikon) / ZH"",""25'720"",""Mégane Grandtour 1.3 16V Turbo Intens EDC"",""Automat"",""Benzin"""
"1671628748-866,""https://www.autolina.ch/carList/page/3?region=ZH"",""RENAULT"",""2021"",""25'500"",""224"",""8152 Glattpark (Opfikon) / ZH"",""35'420"",""Talisman Grandtour 1.8 TCe Initiale EDC"",""Automat"",""Benzin"""
"1671628748-867,""https://www.autolina.ch/carList/page/3?region=ZH"",""RENAULT"",""2021"",""14'900"",""190"",""8152 Glattpark (Opfikon) / ZH"",""45'900"",""Espace 2.0 dCi Initiale EDC 6"",""Automat"",""Diesel"""
"1671628748-868,""https://www.autolina.ch/carList/page/3?region=ZH"",""PORSCHE"",""2018"",""77'000"",""440"",""8820 Wädenswil / ZH"",""57'500"",""Macan 3.6 V6 Turbo Performance"",""Automat"",""Benzin"""
"1671628748-869,""https://www.autolina.ch/carList/page/3?region=ZH"",""VW"",""2017"",""66'593"",""150"",""8057 Zürich / ZH"",""64'900"",""T6 California 2.0 TDI Beach Liberty 4Motion"",""Automat"",""Diesel"""
